date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,yr_built
22-05-2014 00:00,320000,3,2.25,998,844,2,2007
22-05-2014 00:00,349900,4,2.5,2052,3723,2,2014
22-05-2014 00:00,330000,4,3.5,3150,6202,2,2005
22-05-2014 00:00,408000,3,2.25,1950,7221,1,2006
22-05-2014 00:00,321000,3,2.25,1347,1292,3,2010
22-05-2014 00:00,1051000,4,3.75,3860,5474,2.5,2007
22-05-2014 00:00,2150000,4,5.5,5060,10320,2,2008
22-05-2014 00:00,359000,3,1.5,1360,885,3,2008
22-05-2014 00:00,300000,5,2.5,2760,6000,2,2006
22-05-2014 00:00,380000,5,3.5,2420,4670,2,2013
22-05-2014 00:00,660000,3,2.5,2450,4332,2,2010
22-05-2014 00:00,355000,3,2.25,1280,959,3,2005
22-05-2014 00:00,259000,3,2.5,1550,3569,2,2011
22-05-2014 00:00,353000,1,1,550,1279,2,2008
22-05-2014 00:00,430000,2,2.5,1520,1588,2,2007
23-05-2014 00:00,460000,3,1,1670,4005,1.5,1939
23-05-2014 00:00,80000,1,0.75,430,5050,1,1912
23-05-2014 00:00,782000,4,2.5,2380,9614,2,1991
23-05-2014 00:00,218000,3,1,960,9633,1,1982
23-05-2014 00:00,325000,3,1,1920,6862,1,1952
23-05-2014 00:00,980000,4,3,3680,5854,1,1967
23-05-2014 00:00,902000,4,2.25,2530,9200,1,1976
23-05-2014 00:00,556000,5,2.5,3840,16905,2,1991
23-05-2014 00:00,662990,3,1.75,1240,3600,1.5,1926
23-05-2014 00:00,225000,2,1,1300,11867,1.5,1975
23-05-2014 00:00,439950,4,2.5,2380,12067,2,2002
23-05-2014 00:00,175000,2,1,1300,44431,1,1958
23-05-2014 00:00,306000,2,1,780,13500,1,1946
23-05-2014 00:00,235000,4,2.5,1810,39639,1,1970
23-05-2014 00:00,399500,3,1.75,2420,12676,2,1911
23-05-2014 00:00,478000,3,1,1280,2580,1.5,1910
23-05-2014 00:00,515000,2,1,1680,6500,1,1941
23-05-2014 00:00,550000,3,2.5,2510,5400,2,1992
23-05-2014 00:00,149000,3,1,1700,8645,1,1955
23-05-2014 00:00,526000,3,1.75,1680,3420,1,1992
23-05-2014 00:00,527550,1,0.75,820,59677,1,1999
23-05-2014 00:00,1050000,3,4,4380,42769,2,1983
23-05-2014 00:00,625000,3,2.5,2600,10092,1,1984
23-05-2014 00:00,950000,5,3.25,3400,7452,2,1999
23-05-2014 00:00,377691,5,1.75,2120,8399,1,1942
23-05-2014 00:00,648475,4,2.75,2250,5700,1,1951
23-05-2014 00:00,383000,3,1,1800,5612,1,1942
23-05-2014 00:00,535000,3,2.5,2210,7620,2,1994
23-05-2014 00:00,449950,3,2,1560,4080,2,1923
23-05-2014 00:00,465425,4,2.75,2430,20720,1,1967
23-05-2014 00:00,675000,4,2.5,2560,36601,2,1987
23-05-2014 00:00,599000,3,2.75,1960,2500,1.5,1926
23-05-2014 00:00,416000,3,1.5,1110,9762,1,1963
23-05-2014 00:00,595000,2,1.5,1030,4500,1,1924
23-05-2014 00:00,200000,4,1,1350,11507,1,1966
23-05-2014 00:00,402000,3,2,1540,1827,2,2005
23-05-2014 00:00,433000,4,1.75,1830,9600,1,1966
23-05-2014 00:00,275000,4,1.5,1930,15531,2,1979
23-05-2014 00:00,410000,3,2,1650,9641,1.5,1983
23-05-2014 00:00,554820,4,2,3510,12905,1,1965
23-05-2014 00:00,1325000,4,3,3370,7920,1,1988
23-05-2014 00:00,735000,3,2.5,2390,9157,2,1984
23-05-2014 00:00,607000,3,1,1230,8114,1,1951
23-05-2014 00:00,549900,4,3,2830,213879,2,1987
23-05-2014 00:00,258000,3,1.75,1620,7540,1,1988
23-05-2014 00:00,661254,4,4,2290,6250,1.5,1940
23-05-2014 00:00,945000,4,2,2840,13367,1,1952
23-05-2014 00:00,799950,4,3.5,4220,196817,2,1993
23-05-2014 00:00,132500,3,1,1080,10500,1,1967
23-05-2014 00:00,467100,3,1.75,1620,8645,1,1973
23-05-2014 00:00,1610000,4,3.5,4390,11600,2,1990
23-05-2014 00:00,641000,3,1.75,1620,3975,1,1926
23-05-2014 00:00,350000,3,1,1010,11244,1,1947
23-05-2014 00:00,335000,4,2.5,1750,8476,1,1983
23-05-2014 00:00,900000,3,3.5,4080,217697,1.5,2000
23-05-2014 00:00,440000,4,2.5,2560,10400,1,1965
23-05-2014 00:00,464600,3,1.75,1120,5500,1.5,1925
23-05-2014 00:00,1200000,4,3.5,4740,172497,2,2003
23-05-2014 00:00,300000,2,1,1340,7788,1,1947
23-05-2014 00:00,670500,4,2,1590,6750,1,1951
23-05-2014 00:00,552000,3,1,1430,5000,1,1919
23-05-2014 00:00,244000,4,1,1450,8960,1,1943
23-05-2014 00:00,788600,4,2.75,3500,7200,2,2005
23-05-2014 00:00,445000,3,2,1630,8702,1,1987
23-05-2014 00:00,530000,4,1.75,1814,5000,1,1951
23-05-2014 00:00,90000,2,1,580,7500,1,1943
23-05-2014 00:00,585000,3,2,1670,4572,1.5,1931
23-05-2014 00:00,498000,2,2,1140,8282,1,1924
23-05-2014 00:00,379000,2,1,800,6380,1,1940
23-05-2014 00:00,462000,3,1.75,1300,2580,1,1919
23-05-2014 00:00,388000,4,2.5,2440,7155,2,1993
23-05-2014 00:00,255000,3,2,1490,8371,1.5,1984
23-05-2014 00:00,665000,3,2.75,1800,9550,1,1966
23-05-2014 00:00,550000,3,2,1830,9152,1,1959
23-05-2014 00:00,606000,3,1,1500,3920,1,1947
23-05-2014 00:00,334000,4,2.5,2210,6080,1,1965
23-05-2014 00:00,360000,3,2,1270,1323,3,2006
23-05-2014 00:00,235000,2,1,1140,1730,1.5,2007
23-05-2014 00:00,580000,3,2.5,1620,1173,3,2008
23-05-2014 00:00,355000,3,2,1220,1186,3,2007
23-05-2014 00:00,375000,2,2.5,750,1430,2,2006
24-05-2014 00:00,372000,4,1.75,1960,9300,1,1979
24-05-2014 00:00,479000,3,1,1370,3000,1.5,1924
24-05-2014 00:00,2000000,5,4,4580,4443,3,2004
24-05-2014 00:00,1680000,4,4.25,5584,68257,2,1998
24-05-2014 00:00,501000,2,1,1010,4320,1,1924
24-05-2014 00:00,245000,3,1.75,1260,6908,1,1994
24-05-2014 00:00,496700,3,2.5,1740,5782,2,1989
24-05-2014 00:00,347000,4,1.5,2670,10026,2,1996
24-05-2014 00:00,199000,2,1,720,7200,1,1943
24-05-2014 00:00,440500,3,2.5,2460,4399,2,2007
24-05-2014 00:00,820000,4,2.5,3670,7000,2,2005
25-05-2014 00:00,325000,4,3.5,2630,3435,1.5,1984
25-05-2014 00:00,195000,3,1.75,1570,8459,1,1991
25-05-2014 00:00,675000,3,3,2980,28000,1,1981
25-05-2014 00:00,295000,3,2.5,1560,4200,2,2003
25-05-2014 00:00,355300,3,2.5,1620,7410,1,1955
26-05-2014 00:00,276000,3,1,1140,5000,1,1960
26-05-2014 00:00,460000,2,1.5,2730,19877,1,1976
26-05-2014 00:00,880000,3,2,2130,35169,1,1989
26-05-2014 00:00,370000,3,2.5,1780,4050,2,2001
26-05-2014 00:00,346000,4,2.5,2100,3916,2,2009
26-05-2014 00:00,172500,3,1,1140,8800,1,1972
26-05-2014 00:00,379950,3,1.5,1690,9144,1,1956
27-05-2014 00:00,468000,2,1,1160,6000,1,1942
27-05-2014 00:00,477000,4,2.75,1720,6270,2,1978
27-05-2014 00:00,529000,3,1,1210,3328,1.5,1924
27-05-2014 00:00,312000,3,1.5,1255,1374,3,2004
27-05-2014 00:00,326100,2,1,880,7683,1,1942
27-05-2014 00:00,360000,3,1,1050,9206,1.5,1954
27-05-2014 00:00,438000,3,1.75,1650,12940,1,1961
27-05-2014 00:00,360000,3,1,1570,9467,1,1954
27-05-2014 00:00,1050000,4,2.5,2920,7200,1,1921
27-05-2014 00:00,688000,4,3,3000,4000,1.5,1913
27-05-2014 00:00,585000,3,1.75,1850,7735,1,1983
27-05-2014 00:00,265000,3,2.5,1440,7741,1,1983
27-05-2014 00:00,375000,3,1.75,1440,8775,1,1973
27-05-2014 00:00,326500,3,1,1810,12375,2,1970
27-05-2014 00:00,160000,2,1,1180,9350,1,1918
27-05-2014 00:00,1570000,4,3.75,3070,5850,2,1927
27-05-2014 00:00,735000,5,2.75,3390,5211,2,2004
27-05-2014 00:00,400000,2,1,1470,6120,1,1940
27-05-2014 00:00,800000,4,2.5,2680,7200,1,1952
27-05-2014 00:00,949880,4,2.25,2290,10687,2,1978
27-05-2014 00:00,405000,3,1.75,1980,8100,1,1949
27-05-2014 00:00,399000,4,2.5,2870,9292,2,1979
27-05-2014 00:00,730001,3,2,1840,4750,1,1951
27-05-2014 00:00,1795000,4,3.25,4060,13000,2,2000
27-05-2014 00:00,260000,3,2,1630,8018,1,2003
27-05-2014 00:00,751750,2,2,1880,5400,1.5,1902
27-05-2014 00:00,325000,3,1.75,1780,13095,1,1983
27-05-2014 00:00,344950,4,2,2330,6250,1,1941
27-05-2014 00:00,457500,3,1.75,1840,4030,1,1925
27-05-2014 00:00,389000,5,2,2330,10750,1,1962
27-05-2014 00:00,515000,4,2.5,3200,6473,2,2005
27-05-2014 00:00,732000,3,2.5,2330,1987,2,2004
27-05-2014 00:00,415000,3,2.25,1950,8868,1,1964
27-05-2014 00:00,1655000,4,3.5,3080,4815,2,1937
27-05-2014 00:00,535000,2,1,1040,5527,1,1951
27-05-2014 00:00,540000,4,4.25,1960,3565,2,1940
27-05-2014 00:00,525000,5,3,2750,3800,1.5,1926
27-05-2014 00:00,570000,3,1.75,1930,36210,1,1977
27-05-2014 00:00,569950,5,4.5,4850,40902,2,2001
27-05-2014 00:00,283200,4,2.5,1982,6406,2,2004
27-05-2014 00:00,1100000,3,2.75,2640,4050,1.5,1926
27-05-2014 00:00,830000,4,2.5,1850,50662,1,1978
27-05-2014 00:00,495000,4,2.25,1940,9144,1,1956
27-05-2014 00:00,292050,5,3,2840,7199,1,2003
27-05-2014 00:00,415000,5,1.5,1900,10226,1,1961
27-05-2014 00:00,295832,5,1,1410,6400,1,1955
27-05-2014 00:00,450000,4,2.5,2520,8515,2,1999
27-05-2014 00:00,1381000,4,3.75,3160,9525,2.5,1997
27-05-2014 00:00,857000,4,3,3720,29043,2,1991
27-05-2014 00:00,499950,3,3.5,1820,1501,2,2014
27-05-2014 00:00,465000,3,2,1560,8640,1,1967
27-05-2014 00:00,329000,3,1,1600,5952,1,1964
27-05-2014 00:00,475000,3,2,1230,11502,1,1984
27-05-2014 00:00,255000,3,1,960,8100,1,1955
27-05-2014 00:00,435000,3,1,1270,4000,1.5,1928
27-05-2014 00:00,685000,3,2.5,2810,7700,2,2001
27-05-2014 00:00,715000,2,2.5,2160,5581,1,2002
27-05-2014 00:00,780000,3,3,2520,2152,1.5,1925
27-05-2014 00:00,345000,2,1.5,1180,844,2,2005
27-05-2014 00:00,355000,4,2.25,1810,4970,2,2003
27-05-2014 00:00,282000,3,2.5,1680,15711,1,1994
27-05-2014 00:00,244000,3,1,910,5250,1,1971
27-05-2014 00:00,967500,3,3.75,3250,5797,2,1951
27-05-2014 00:00,375000,3,1.5,2000,7294,1,1965
27-05-2014 00:00,1600000,3,3.25,3790,19000,2,1985
27-05-2014 00:00,527500,3,1.75,2310,78844,1,1977
27-05-2014 00:00,994000,3,2.25,2510,6339,1.5,1932
27-05-2014 00:00,313000,3,1.75,1320,6205,1,1948
27-05-2014 00:00,587000,3,2.25,2370,217800,2,1979
27-05-2014 00:00,304000,3,1,900,7500,1,1972
27-05-2014 00:00,675000,3,2.5,2540,7680,2,1940
27-05-2014 00:00,305000,4,1,2100,9288,1,1968
27-05-2014 00:00,280000,3,1,1200,6250,1,1943
27-05-2014 00:00,960000,5,4,3720,15200,2,2005
27-05-2014 00:00,500000,3,2.25,1760,4539,2,1988
27-05-2014 00:00,274950,3,1.75,1670,7415,1,1987
27-05-2014 00:00,455600,3,2.5,2420,8252,2,1998
27-05-2014 00:00,970000,5,3,3480,15185,2,1964
27-05-2014 00:00,312900,4,2.5,1630,4473,2,2003
27-05-2014 00:00,535000,4,2.5,2340,5600,2,1921
27-05-2014 00:00,427000,2,1,920,3780,1,1910
27-05-2014 00:00,405000,2,1,910,6490,1,1942
27-05-2014 00:00,480000,3,1,1150,4945,1,1943
27-05-2014 00:00,725000,3,1.5,2500,4774,1.5,1940
27-05-2014 00:00,293000,4,2.5,3250,235063,1,1973
27-05-2014 00:00,268000,4,2,1930,6600,1,1967
27-05-2014 00:00,475000,4,3.5,3400,234352,2,1991
27-05-2014 00:00,488000,3,2.5,1590,2550,3,1985
27-05-2014 00:00,760000,4,2.5,3330,7399,2,2009
27-05-2014 00:00,1710000,5,4.5,4590,14685,2,2009
27-05-2014 00:00,754950,3,2.5,2610,7256,2,2014
27-05-2014 00:00,263900,3,2.5,1658,2700,2,2014
27-05-2014 00:00,460000,3,3.5,1600,1431,2,2006
27-05-2014 00:00,399950,3,3,1296,1051,3,2009
27-05-2014 00:00,370000,2,2.25,1280,835,2,2009
27-05-2014 00:00,1149000,4,3,5940,11533,2,2004
27-05-2014 00:00,450800,4,3.25,2510,5311,2,2009
27-05-2014 00:00,627000,3,3.5,2710,3475,2,2005
27-05-2014 00:00,495000,3,2.5,1750,1548,3,2013
28-05-2014 00:00,310000,3,1,1430,19901,1.5,1927
28-05-2014 00:00,550000,4,1,1660,34848,1,1933
28-05-2014 00:00,215000,2,1,1320,8865,1,1943
28-05-2014 00:00,799000,4,3,2580,209523,2,1984
28-05-2014 00:00,630000,4,2.5,2740,43101,2,1993
28-05-2014 00:00,267000,3,2.5,2495,4400,2,2007
28-05-2014 00:00,900000,6,2.75,2300,24773,1.5,1950
28-05-2014 00:00,365000,3,1.5,1300,12240,1,1963
28-05-2014 00:00,544500,4,2.5,2230,10414,1,1974
28-05-2014 00:00,599000,4,2.75,2020,2750,1,1917
28-05-2014 00:00,815000,4,2.25,2000,3800,2,2001
28-05-2014 00:00,254000,2,1,1060,8187,1,1952
28-05-2014 00:00,740000,2,1.75,2080,4800,1,1923
28-05-2014 00:00,225000,3,2,2030,24829,1,1979
28-05-2014 00:00,925000,3,2.5,2690,7000,2,1943
28-05-2014 00:00,1285000,4,2.5,3240,10800,1,1946
28-05-2014 00:00,537000,3,2.5,1550,12920,2,1999
28-05-2014 00:00,335000,4,2,1480,3132,1,1910
28-05-2014 00:00,840000,4,2.75,3040,2800,2,1906
28-05-2014 00:00,224000,3,1.5,1560,7300,1,1964
28-05-2014 00:00,395000,3,2.5,2250,3757,2,2006
28-05-2014 00:00,450000,3,1,1100,4600,1,1917
28-05-2014 00:00,681000,3,1,1700,6356,1.5,1907
28-05-2014 00:00,898000,5,1.5,2680,28014,1,1963
28-05-2014 00:00,370000,3,1,800,2296,1,1908
28-05-2014 00:00,429000,2,1.75,1350,6315,1,2005
28-05-2014 00:00,150000,3,1,820,7680,1.5,1910
28-05-2014 00:00,555000,3,2.5,3160,4270,2,2006
28-05-2014 00:00,326000,3,2.75,1720,28000,1,1958
28-05-2014 00:00,225000,3,2.5,1680,6755,2,1994
28-05-2014 00:00,245100,3,1.75,1300,7958,1,1996
28-05-2014 00:00,665000,3,2.5,2190,10370,2,1987
28-05-2014 00:00,535000,3,2.5,1720,4006,2,1994
28-05-2014 00:00,305000,3,1,1160,11776,1,1968
28-05-2014 00:00,999000,7,4,3150,34830,1,1957
28-05-2014 00:00,215000,3,1.75,1210,8075,1,1983
28-05-2014 00:00,432500,3,1.75,1980,5100,1,1965
28-05-2014 00:00,655000,4,2.5,2990,5669,2,2003
28-05-2014 00:00,266200,3,1.5,1430,9600,1,1966
28-05-2014 00:00,244615,3,2.5,2060,4030,2,1999
28-05-2014 00:00,460000,4,3,2230,52983,2,1991
28-05-2014 00:00,370000,4,2.5,3090,18645,2,1995
28-05-2014 00:00,465000,6,3.25,4250,23326,1,1967
28-05-2014 00:00,1175000,3,2.5,1970,23180,1,1937
28-05-2014 00:00,189000,2,2,1700,3171,1,1927
28-05-2014 00:00,820000,3,2.5,2510,5503,2,1995
28-05-2014 00:00,968000,6,2.75,3610,17580,1,1959
28-05-2014 00:00,1400000,4,3.25,2980,7000,2,1900
28-05-2014 00:00,438750,3,1.75,1610,6480,1,1947
28-05-2014 00:00,1210000,4,2.75,3650,6982,2,1951
28-05-2014 00:00,600000,4,2,2510,38141,1,1960
28-05-2014 00:00,589000,3,1,1110,6000,1.5,1932
28-05-2014 00:00,590000,3,2,1650,6150,2,1926
28-05-2014 00:00,479900,3,2,1980,12150,1,1994
28-05-2014 00:00,210000,2,1.5,880,1157,2,2007
28-05-2014 00:00,745000,3,1.75,1490,9800,1,1947
28-05-2014 00:00,840500,3,2,2520,5400,1.5,1906
28-05-2014 00:00,420000,3,1.75,1820,22320,1,1977
28-05-2014 00:00,565000,7,4.5,4140,9066,1,1978
28-05-2014 00:00,840000,4,2.5,3420,8405,2,2000
28-05-2014 00:00,681716,4,2.5,3150,7277,2,2006
28-05-2014 00:00,600000,3,1.75,1580,7416,1,1967
28-05-2014 00:00,380000,3,2,1660,8281,1,1949
28-05-2014 00:00,168500,3,1,1100,10125,1,1969
28-05-2014 00:00,355000,2,1,1270,3200,1,1920
28-05-2014 00:00,277000,4,1,1450,6250,1,1964
28-05-2014 00:00,236000,4,2.25,1830,9485,1,1989
28-05-2014 00:00,270000,3,1.75,1300,4127,1,1918
28-05-2014 00:00,700000,2,1.75,2320,5500,1.5,1925
28-05-2014 00:00,425000,4,2.75,1680,9545,1,1979
28-05-2014 00:00,635000,3,2.5,2300,5500,1.5,1921
28-05-2014 00:00,510250,3,1.75,1400,4000,1,1951
28-05-2014 00:00,960000,4,2.25,2410,4560,2,1929
28-05-2014 00:00,254000,3,2,1480,7480,1,1992
28-05-2014 00:00,299000,3,1,1390,9624,1.5,1954
28-05-2014 00:00,175000,2,1,830,2699,1,1996
28-05-2014 00:00,157500,2,1,740,9003,1,1949
28-05-2014 00:00,580000,5,2,1940,6000,1,1945
28-05-2014 00:00,124740,3,1,1340,15600,1,1978
28-05-2014 00:00,1970000,8,3.5,4440,6480,2,1959
28-05-2014 00:00,285000,2,1,800,6240,1,1954
28-05-2014 00:00,242000,3,1.75,1310,9645,1,1979
28-05-2014 00:00,840000,4,1.75,2330,4000,2,1924
28-05-2014 00:00,474800,2,3.25,1400,1243,3,2000
28-05-2014 00:00,490000,4,2.5,2360,4367,2,2003
28-05-2014 00:00,465000,3,2.25,1840,5752,2,2003
28-05-2014 00:00,515000,4,2.5,2680,7178,2,2004
28-05-2014 00:00,430000,3,3.75,3890,7140,1,1943
28-05-2014 00:00,253400,3,2,1400,8640,1,1968
28-05-2014 00:00,355000,3,2.5,2400,9701,1,1990
28-05-2014 00:00,740000,4,2.25,2920,46355,2,1998
28-05-2014 00:00,186950,2,2,1390,1302,2,1986
28-05-2014 00:00,306000,3,2.5,1680,11193,2,1984
28-05-2014 00:00,510000,4,1.5,2040,8800,1,1961
28-05-2014 00:00,345000,2,1,1080,4000,1,1940
28-05-2014 00:00,875000,3,2.75,2280,4280,1,1917
28-05-2014 00:00,700000,4,3.5,4490,5099,2,2006
28-05-2014 00:00,1400000,4,3.25,4700,9160,1,2005
28-05-2014 00:00,499950,4,2.5,2798,4473,2,2012
28-05-2014 00:00,739000,3,2.5,2810,5400,2,2005
28-05-2014 00:00,363000,4,2.5,3753,7204,2,2008
28-05-2014 00:00,782000,4,3.5,3910,8095,2,2007
28-05-2014 00:00,325000,2,2.5,1050,1609,2,2005
29-05-2014 00:00,485000,4,1,1600,4300,1.5,1916
29-05-2014 00:00,452000,4,2.25,2590,10002,1,1968
29-05-2014 00:00,264950,4,2.25,1720,9753,1,1978
29-05-2014 00:00,472000,6,2.5,4410,14034,1,1965
29-05-2014 00:00,267500,3,1.75,1590,11914,1,1957
29-05-2014 00:00,565000,4,2.5,2440,22594,2,1996
29-05-2014 00:00,535000,3,2.5,1360,1016,3,2003
29-05-2014 00:00,389000,2,1,910,7000,1,1952
29-05-2014 00:00,400000,4,1.5,1390,7200,1,1965
29-05-2014 00:00,264000,3,1.5,1470,14821,1,1958
29-05-2014 00:00,690000,4,2.5,2920,9904,2,1990
29-05-2014 00:00,412000,3,1.75,1950,52256,1,1985
29-05-2014 00:00,695000,3,2.5,2390,4555,2,2006
29-05-2014 00:00,246500,3,1.5,1270,11600,1,1964
29-05-2014 00:00,230000,2,1,950,7560,1,1958
29-05-2014 00:00,302000,2,1,900,423838,1,1925
29-05-2014 00:00,820000,4,2.25,2280,6660,1.5,1940
29-05-2014 00:00,145000,3,1,1010,5490,1,1954
29-05-2014 00:00,436500,2,1,1260,5000,1,1951
29-05-2014 00:00,2453500,4,3.5,4730,13586,1.5,1935
29-05-2014 00:00,672000,3,2.5,2620,21587,2,1992
29-05-2014 00:00,680000,3,2.25,2330,4000,1.5,1927
29-05-2014 00:00,750500,5,3,2170,2440,1.5,1911
29-05-2014 00:00,550000,5,2,2450,9488,1,1900
29-05-2014 00:00,266500,4,1.75,1880,7632,1,1978
29-05-2014 00:00,619000,4,2,2300,3400,1.5,1915
29-05-2014 00:00,405000,3,2,1240,14404,1,1988
29-05-2014 00:00,300000,2,1,820,3844,1,1916
29-05-2014 00:00,231000,4,2,1530,6375,2,1942
29-05-2014 00:00,790000,5,3.25,2900,12160,1,1967
29-05-2014 00:00,400000,4,2.75,1240,3867,1,1987
29-05-2014 00:00,950000,4,3.5,4140,13392,2,2000
29-05-2014 00:00,450000,4,2,2240,7725,1,1956
29-05-2014 00:00,595000,3,2,1480,5000,1,1928
29-05-2014 00:00,332000,3,2.25,2270,8876,1,1977
29-05-2014 00:00,155000,3,1,1250,6250,1,1949
29-05-2014 00:00,400000,5,2,1930,9747,1,1962
29-05-2014 00:00,349000,4,1.75,1700,7800,1,1981
29-05-2014 00:00,529000,3,1,1590,6420,1,1944
29-05-2014 00:00,405000,5,1.75,1880,10000,1,1963
29-05-2014 00:00,635200,4,1.75,1640,4240,1,1921
29-05-2014 00:00,540000,3,1.5,2600,5085,1,1940
29-05-2014 00:00,402000,2,1,710,1173,2,1943
29-05-2014 00:00,3100000,6,4.25,6980,15682,3,1999
29-05-2014 00:00,329932,3,1.5,1460,5040,1,1971
29-05-2014 00:00,300000,3,2.5,2080,9827,2,1989
29-05-2014 00:00,525000,5,2.5,2630,9216,2,2003
29-05-2014 00:00,2750000,4,3.25,4430,21000,2,1952
29-05-2014 00:00,602500,4,2.5,2760,6850,2,1999
29-05-2014 00:00,400000,4,2,1670,12056,1,1955
29-05-2014 00:00,445000,4,1.75,1990,4725,1.5,1944
29-05-2014 00:00,525000,3,3,2600,5238,1.5,1989
29-05-2014 00:00,395000,2,1,1320,1824,1.5,1909
29-05-2014 00:00,510000,3,1.5,2240,3800,2,1929
29-05-2014 00:00,723000,4,2.25,1960,8680,1,1959
29-05-2014 00:00,503000,3,2,2590,108900,2,1988
29-05-2014 00:00,672500,4,2.75,2620,6707,2,2000
29-05-2014 00:00,860000,3,2.5,2770,9136,2,1991
29-05-2014 00:00,475300,3,1,2110,10005,1,1924
29-05-2014 00:00,295000,4,2.5,2290,4539,2,2001
29-05-2014 00:00,1425000,4,4.25,4960,6000,2.5,1909
29-05-2014 00:00,250000,2,1,1110,26051,1,1951
29-05-2014 00:00,658000,4,2.75,3310,6166,2,2008
29-05-2014 00:00,83000,2,1,900,8580,1,1918
29-05-2014 00:00,685000,3,1.75,1940,7313,1,1960
29-05-2014 00:00,210000,3,1.75,1590,7617,2,1986
29-05-2014 00:00,650880,3,2.5,2930,6050,2,2008
29-05-2014 00:00,350000,4,2.5,2040,22653,2,2011
29-05-2014 00:00,305000,2,2.25,1000,905,3,2006
29-05-2014 00:00,645000,3,3.25,1730,1229,2,2008
30-05-2014 00:00,385000,3,1,1220,4800,1,1901
30-05-2014 00:00,860000,3,2.25,3060,12095,2,1983
30-05-2014 00:00,395000,4,2.5,2910,5000,2,2002
30-05-2014 00:00,260000,3,1.75,1050,5850,1,1980
30-05-2014 00:00,196440,3,2,1560,7352,1,1992
30-05-2014 00:00,425000,3,1.75,1680,3000,1,1900
30-05-2014 00:00,2400000,4,3.25,4140,20734,1,1977
30-05-2014 00:00,369000,3,2,1550,8509,1,1959
30-05-2014 00:00,1385000,6,2.75,5700,20000,1,1977
30-05-2014 00:00,349900,3,2.5,2200,7278,2,1990
30-05-2014 00:00,650000,2,2.5,1740,2500,2,1994
30-05-2014 00:00,299950,3,1,1210,9525,1,1955
30-05-2014 00:00,625000,4,3.25,4240,25639,2,1989
30-05-2014 00:00,190000,3,2.25,1590,11745,1,1978
30-05-2014 00:00,715000,4,1.75,3420,7200,1,1947
30-05-2014 00:00,659000,4,2.5,3190,11375,1,1946
30-05-2014 00:00,490000,3,1.75,1920,5405,1,1947
30-05-2014 00:00,415000,2,1.75,1340,4664,1,2004
30-05-2014 00:00,750000,3,1.75,1700,8400,1,1947
30-05-2014 00:00,700000,4,2.5,2310,3570,1.5,1927
30-05-2014 00:00,425000,3,1.75,1510,44000,1,1989
30-05-2014 00:00,642000,3,2.5,2670,10082,1,1987
30-05-2014 00:00,655000,4,2.25,2060,8470,1,1983
30-05-2014 00:00,1365000,3,2.5,2090,6000,1.5,1928
30-05-2014 00:00,458000,5,2.5,3090,23265,1,1957
30-05-2014 00:00,330000,2,2.5,1240,1546,2,2007
30-05-2014 00:00,384950,3,2.5,1860,3690,2,2000
30-05-2014 00:00,560000,3,1.5,2000,7350,1,1953
30-05-2014 00:00,950000,4,1.75,2500,92347,1,1970
30-05-2014 00:00,465000,4,2.25,1820,20349,1,1977
30-05-2014 00:00,425000,3,2.25,1820,8058,1,1974
30-05-2014 00:00,315000,3,2,1060,5750,1,1981
30-05-2014 00:00,530000,3,2.5,1950,9906,2,1988
30-05-2014 00:00,399000,2,1,940,4800,1,1911
30-05-2014 00:00,168000,2,1.5,1220,3568,1.5,1976
30-05-2014 00:00,1886700,5,3.5,4180,17935,2,2004
30-05-2014 00:00,374000,3,1,1200,9800,1,1971
30-05-2014 00:00,740000,5,3.75,3990,18897,2,1937
30-05-2014 00:00,280000,2,1,1880,7560,1,1919
30-05-2014 00:00,322000,4,2.5,2280,7200,2,1994
30-05-2014 00:00,459900,3,1.75,2580,11000,1,1951
30-05-2014 00:00,750000,4,2.75,2600,4674,1,1976
30-05-2014 00:00,1256500,4,2.5,3150,13700,2,1966
30-05-2014 00:00,3710000,4,3.5,5550,28078,2,2000
30-05-2014 00:00,427000,5,2.75,2220,4000,1,1973
30-05-2014 00:00,800000,2,2.25,1730,31491,2,1947
30-05-2014 00:00,735000,4,3,2840,4120,1.5,1931
30-05-2014 00:00,642000,4,2.5,2560,8780,2,1992
30-05-2014 00:00,240000,3,2,1330,6000,1,1900
30-05-2014 00:00,645500,2,1,1890,5202,1.5,1909
30-05-2014 00:00,840000,7,4.5,4290,37607,1.5,1982
30-05-2014 00:00,475000,2,2,1540,54450,2,1983
30-05-2014 00:00,568000,4,2,2340,50233,1,1966
30-05-2014 00:00,325000,3,1.75,2180,10230,1,1961
30-05-2014 00:00,825500,3,2.5,2780,11964,2,2009
30-05-2014 00:00,499431,4,2.75,2620,6019,2,2013
30-05-2014 00:00,919204,4,3.5,3760,5000,2,2014
30-05-2014 00:00,545000,4,2.5,2720,4738,2,2012
31-05-2014 00:00,660000,3,2.25,2675,40910,2,1984
31-05-2014 00:00,538888,5,2.75,2080,13189,2,1987
31-05-2014 00:00,693000,3,2.5,2460,12028,2,1996
31-05-2014 00:00,289950,3,2.5,1960,3480,2,2004
31-05-2014 00:00,587000,4,2.5,2550,6256,2,1992
31-05-2014 00:00,615000,3,2.25,1760,1146,3,2014
01-06-2014 00:00,459000,3,1.75,1620,7330,1,1974
01-06-2014 00:00,243000,3,1.75,1790,12000,1,1960
